Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Harrisburg/Scranton,Weekly,10/6/2019 0:00,Conventional ,1.09,324150.49,45618.87,207051.94,287.07,71192.61,60025.99,9558.65,1607.97
Harrisburg/Scranton,Weekly,9/29/2019 0:00,Conventional ,1.2,279388.71,40855.51,175095.61,269.48,63168.11,49912.6,11278.52,1976.99
Harrisburg/Scranton,Weekly,9/22/2019 0:00,Conventional ,1.22,284197.32,44266.95,168286.84,328.94,71314.59,56510.87,10957.75,3845.97
Harrisburg/Scranton,Weekly,9/15/2019 0:00,Conventional ,1.19,286172.51,42140.79,163665.47,273.95,80092.3,70313.67,8680.64,1097.99
Harrisburg/Scranton,Weekly,10/6/2019 0:00,Organic,1.23,16589.99,203.24,363.77,0,16022.98,15890.67,132.31,0
Harrisburg/Scranton,Weekly,9/29/2019 0:00,Organic,1.16,30501.76,189.2,356.06,0,29956.5,27821.43,2135.07,0
Harrisburg/Scranton,Weekly,9/22/2019 0:00,Organic,1.19,23713.25,207.51,430.71,0,23075.03,21973.92,1101.11,0
Harrisburg/Scranton,Weekly,9/15/2019 0:00,Organic,1.18,27429.67,233.04,316.17,0,26880.46,25097.27,1783.19,0
Harrisburg/Scranton,Weekly,11/3/2019 0:00,Conventional ,1.01,323540.22,51226.01,184148.43,303.94,87861.84,68874.95,18203.99,782.9
Harrisburg/Scranton,Weekly,10/27/2019 0:00,Conventional ,1.11,295685.17,57659.4,147853.99,310.73,89861.05,68888.25,20246.39,726.41
Harrisburg/Scranton,Weekly,10/20/2019 0:00,Conventional ,1.05,318897.43,50884.29,186113.62,293.77,81605.75,66509.27,13847.55,1248.93
Harrisburg/Scranton,Weekly,10/13/2019 0:00,Conventional ,1.06,329768.26,51833.63,199767.65,260.26,77906.72,63203.18,13170.09,1533.45
Harrisburg/Scranton,Weekly,11/3/2019 0:00,Organic,1.19,14694.93,156.13,308.5,0,14230.3,14205.93,24.37,0
Harrisburg/Scranton,Weekly,10/27/2019 0:00,Organic,1.35,14028.91,256.74,310.48,0,13461.69,13156.54,305.15,0
Harrisburg/Scranton,Weekly,10/20/2019 0:00,Organic,1.29,13583.25,150.84,412.62,0,13019.79,12946.87,72.92,0
Harrisburg/Scranton,Weekly,10/13/2019 0:00,Organic,1.48,11695.82,225.92,364.72,0,11105.18,10555.27,549.91,0
Harrisburg/Scranton,Weekly,12/1/2019 0:00,Conventional ,1.07,267534,46117,130693,240,90485,73143,14318,3023
Harrisburg/Scranton,Weekly,11/24/2019 0:00,Conventional ,1.07,284372,44140,141119,286,98827,82794,13221,2813
Harrisburg/Scranton,Weekly,11/17/2019 0:00,Conventional ,1.11,276514,47454,142557,374,86129,68611,14949,2570
Harrisburg/Scranton,Weekly,11/10/2019 0:00,Conventional ,1.08,288183,49237,142862,272,95811,81115,13895,801
Harrisburg/Scranton,Weekly,12/1/2019 0:00,Organic,1.26,11038,612,257,0,10169,10017,152,0
Harrisburg/Scranton,Weekly,11/24/2019 0:00,Organic,1.24,10446,342,257,0,9846,9806,41,0
Harrisburg/Scranton,Weekly,11/17/2019 0:00,Organic,1.19,14521,870,367,0,13284,13006,279,0
Harrisburg/Scranton,Weekly,11/10/2019 0:00,Organic,1.21,14708,217,298,0,14193,14190,3,0
Harrisburg/Scranton,Weekly,12/29/2019 0:00,Conventional ,0.98,293690.65,52745.14,163399.62,332.69,77213.2,60848.19,13186.12,3178.89
Harrisburg/Scranton,Weekly,12/22/2019 0:00,Conventional ,0.98,281578.24,51030.47,146415.45,272.12,83860.2,67460.17,13261.15,3138.88
Harrisburg/Scranton,Weekly,12/15/2019 0:00,Conventional ,1.09,267842.49,45621.66,131805.06,350.34,90065.43,71031.03,15308.85,3725.55
Harrisburg/Scranton,Weekly,12/8/2019 0:00,Conventional ,1.01,304360.1,45541.13,174486.44,602.54,83729.99,66734.11,14351.12,2644.76
Harrisburg/Scranton,Weekly,12/29/2019 0:00,Organic,1.28,10451.46,461.13,305.9,0,9684.43,9235,449.43,0
Harrisburg/Scranton,Weekly,12/22/2019 0:00,Organic,1.2,12959.49,947.57,445.57,0,11566.35,11160.7,405.65,0
Harrisburg/Scranton,Weekly,12/15/2019 0:00,Organic,1.22,11102.57,495.93,248.42,0,10358.22,10021.57,336.65,0
Harrisburg/Scranton,Weekly,12/8/2019 0:00,Organic,1.19,12961.67,454.37,333.71,0,12173.59,12023.06,150.53,0
Harrisburg/Scranton,Weekly,1/26/2020 0:00,Conventional ,0.93,403323.15,68397.2,201123.05,771.61,133031.29,107699.55,21273.96,4057.78
Harrisburg/Scranton,Weekly,1/19/2020 0:00,Conventional ,1.01,386397.87,75036.54,177894.77,963.35,132503.21,110748.25,17301.62,4453.34
Harrisburg/Scranton,Weekly,1/12/2020 0:00,Conventional ,0.98,392328.45,61102.94,185881.78,536.55,144807.18,121206.14,19758.82,3842.22
Harrisburg/Scranton,Weekly,1/5/2020 0:00,Conventional ,0.99,394956.19,66879.49,226458.48,598.35,101019.87,81236.56,16452.2,3331.11
Harrisburg/Scranton,Weekly,1/26/2020 0:00,Organic,1.01,20504.03,411.54,409.97,0,19682.52,19469.94,212.58,0
Harrisburg/Scranton,Weekly,1/19/2020 0:00,Organic,0.92,24327.57,1043.36,426.44,0,22857.77,22843.31,14.46,0
Harrisburg/Scranton,Weekly,1/12/2020 0:00,Organic,1.06,17591.57,533.12,289.61,0,16768.84,16435.84,333,0
Harrisburg/Scranton,Weekly,1/5/2020 0:00,Organic,1.21,11579.85,582.73,372.14,0,10624.98,10419.84,205.14,0
Hartford/Springfield,Weekly,1/7/2019 0:00,Conventional,1.4,378882.16,7744.34,294948.08,576.57,75613.17,68977.82,6625.35,10
Hartford/Springfield,Weekly,1/7/2019 0:00,Organic,1.88,16827.14,95.17,8288.36,0,8443.61,8443.61,0,0
Hartford/Springfield,Weekly,1/13/2019 0:00,Conventional,1.32,393301.8,6847.61,309985.9,800.04,75668.25,66934.22,8734.03,0
Hartford/Springfield,Weekly,1/13/2019 0:00,Organic,1.8,17151.18,78.02,6657.79,0,10415.37,10415.37,0,0
Hartford/Springfield,Weekly,1/20/2019 0:00,Conventional,1.36,392021.35,7635.16,284738.83,716.33,98931.03,91753.38,7177.65,0
Hartford/Springfield,Weekly,1/20/2019 0:00,Organic,1.74,21294.12,71.09,8513.28,7,12702.75,12702.75,0,0
Hartford/Springfield,Weekly,1/27/2019 0:00,Conventional,1.4,342866.62,7679.85,259117.33,571.84,75497.6,67232.21,8265.39,0
Hartford/Springfield,Weekly,1/27/2019 0:00,Organic,1.64,23577.21,2156.17,12252.98,0,9168.06,9024.8,143.26,0
Hartford/Springfield,Weekly,2/3/2019 0:00,Conventional,1.15,511838.92,9330.37,428181.56,2152.1,72174.89,63958.88,8212.68,3.33
Hartford/Springfield,Weekly,2/3/2019 0:00,Organic,1.71,14929.9,314.73,6108.36,0,8506.81,8389.2,117.61,0
Hartford/Springfield,Weekly,2/10/2019 0:00,Conventional,1.23,394432.77,9660.38,310330.82,1111.71,73329.86,66044.48,7278.71,6.67
Hartford/Springfield,Weekly,2/10/2019 0:00,Organic,1.62,18474.92,418.4,8970.51,0,9086.01,9063.04,22.97,0
Hartford/Springfield,Weekly,2/17/2019 0:00,Conventional,1.26,358507.39,7669.16,276721.92,784.26,73332.05,63095.72,10233,3.33
Hartford/Springfield,Weekly,2/17/2019 0:00,Organic,1.72,17173.99,231.79,7850.44,0,9091.76,9085.62,6.14,0
Hartford/Springfield,Weekly,2/24/2019 0:00,Conventional,1.27,385054.32,8380.72,311953.06,561.19,64159.35,54985.34,9167.34,6.67
Hartford/Springfield,Weekly,2/24/2019 0:00,Organic,1.85,13348.13,143.52,5638.84,0,7565.77,7565.77,0,0
Hartford/Springfield,Weekly,3/3/2019 0:00,Conventional,1.3,382924.73,7790.13,305810.16,710.36,68614.08,55425.91,13181.5,6.67
Hartford/Springfield,Weekly,3/3/2019 0:00,Organic,1.69,20652.98,738.1,9597.08,0,10317.8,10317.8,0,0
Hartford/Springfield,Weekly,3/10/2019 0:00,Conventional,1.29,410315.09,7927.77,334410.4,1648.39,66328.53,56287.84,8841.81,1198.88
Hartford/Springfield,Weekly,3/10/2019 0:00,Organic,1.64,17463.22,288,6795.75,0,10379.47,10379.47,0,0
Hartford/Springfield,Weekly,3/17/2019 0:00,Conventional,1.33,362439.04,7741.1,275053.87,2128.25,77515.82,60353.35,15446.91,1715.56
Hartford/Springfield,Weekly,3/17/2019 0:00,Organic,1.53,25117.38,2652.32,13045.93,0,9419.13,9348.71,70.42,0
Hartford/Springfield,Weekly,3/24/2019 0:00,Conventional,1.4,442661.65,9241.47,357569.92,2243.05,73607.21,64523.67,9072.43,11.11
Hartford/Springfield,Weekly,3/24/2019 0:00,Organic,1.86,13722.85,185.42,5609.59,0,7927.84,7763.6,164.24,0
Hartford/Springfield,Weekly,3/31/2019 0:00,Conventional ,1.39,360689.78,5746.66,269800.47,732.94,84409.71,70852.2,13550.84,6.67
Hartford/Springfield,Weekly,3/31/2019 0:00,Organic,1.88,14309.52,529.75,7400.79,1.38,6377.6,6356.1,21.5,0
Hartford/Springfield,Weekly,4/7/2019 0:00,Conventional ,1.44,378489.36,8467.26,295043.21,712.73,74266.16,60593.23,13662.93,10
Hartford/Springfield,Weekly,4/7/2019 0:00,Organic,1.88,15628.81,686.53,8831.17,0,6111.11,6108.03,3.08,0
Hartford/Springfield,Weekly,4/14/2019 0:00,Conventional ,1.05,566877.45,8422.49,489336.49,1028.07,68090.4,58264.94,9825.46,0
Hartford/Springfield,Weekly,4/14/2019 0:00,Organic,1.66,29758.81,5769.18,19384.64,0,4604.99,4446,158.99,0
Hartford/Springfield,Weekly,4/21/2019 0:00,Conventional ,1.56,244674.65,6138.77,172759.86,1393.1,64382.92,53420.31,10955.94,6.67
Hartford/Springfield,Weekly,4/21/2019 0:00,Organic,2.19,11259.11,432.54,9552.79,0,1273.78,1273.78,0,0
Hartford/Springfield,Weekly,4/28/2019 0:00,Conventional ,1.61,239335.76,6513.34,177209.6,975.95,54636.87,44256.24,10380.63,0
Hartford/Springfield,Weekly,4/28/2019 0:00,Organic,2.05,10621.29,328.36,8280.28,0,2012.65,2012.65,0,0
Hartford/Springfield,Weekly,5/5/2019 0:00,Conventional ,1.38,484454.84,10064.48,404305.24,1168.24,68916.88,58771.26,10142.29,3.33
Hartford/Springfield,Weekly,5/5/2019 0:00,Organic,2.11,13870.91,383.5,7844.35,1.46,5641.6,5555.74,85.86,0
Hartford/Springfield,Weekly,5/12/2019 0:00,Conventional ,1.56,414027.03,8888.86,334620.67,1018.47,69499.03,61106.03,8384.11,8.89
Hartford/Springfield,Weekly,5/12/2019 0:00,Organic,2.23,13406.33,432.59,6579.44,0,6394.3,6378.16,16.14,0
Hartford/Springfield,Weekly,5/19/2019 0:00,Conventional ,1.46,383412.9,6126.68,308029.49,778.33,68478.4,59405.42,9057.11,15.87
Hartford/Springfield,Weekly,5/19/2019 0:00,Organic,2.33,12455.03,316.16,6010.47,0,6128.4,6128.4,0,0
Hartford/Springfield,Weekly,5/26/2019 0:00,Conventional ,1.5,397395.86,7737.01,317377.38,571.17,71710.3,65428.71,5432.79,848.8
Hartford/Springfield,Weekly,5/26/2019 0:00,Organic,2.33,12272.82,408.52,5294.59,0,6569.71,6569.71,0,0
Hartford/Springfield,Weekly,6/2/2019 0:00,Conventional ,1.53,383262.82,6867.25,313137.11,847.93,62410.53,53807.57,5559.63,3043.33
Hartford/Springfield,Weekly,6/2/2019 0:00,Organic,2.35,12684.96,453.08,6116.23,0,6115.65,6062.46,53.19,0
Hartford/Springfield,Weekly,6/9/2019 0:00,Conventional ,1.53,395232.41,7224.6,320461.14,722.04,66824.63,53782.66,12378.64,663.33
Hartford/Springfield,Weekly,6/9/2019 0:00,Organic,2.38,13133.84,723.76,6271.33,0,6138.75,6071.41,67.34,0
Hartford/Springfield,Weekly,6/16/2019 0:00,Conventional ,1.51,375221.51,6479.87,303816.19,576.56,64348.89,53538.34,10543.88,266.67
Hartford/Springfield,Weekly,6/16/2019 0:00,Organic,2.32,12770.26,464.75,5469.62,0,6835.89,6831.05,4.84,0
Hartford/Springfield,Weekly,7/14/2019 0:00,Conventional ,1.57,319695.93,5695.54,250827.66,770.5,62402.23,40131.69,20507.21,1763.33
Hartford/Springfield,Weekly,7/7/2019 0:00,Conventional ,1.58,376672.32,7823.46,298696,836.01,69316.85,47549.52,19326.22,2441.11
Hartford/Springfield,Weekly,6/30/2019 0:00,Conventional ,1.5,368018.71,7424.15,290975.75,2097.68,67521.13,50499.72,15543.88,1477.53
Hartford/Springfield,Weekly,6/23/2019 0:00,Conventional ,1.53,332815.99,6885.82,251299.39,2398.73,72232.05,55626.3,14252.44,2353.31
Hartford/Springfield,Weekly,7/14/2019 0:00,Organic,2.37,10971.25,218.75,5198.2,5.78,5548.52,5548.52,0,0
Hartford/Springfield,Weekly,7/7/2019 0:00,Organic,2.36,11778.33,252.79,5738.52,2.89,5784.13,5784.13,0,0
Hartford/Springfield,Weekly,6/30/2019 0:00,Organic,2.39,11312.94,313.54,5949.39,7.26,5042.75,5042.75,0,0
Hartford/Springfield,Weekly,6/23/2019 0:00,Organic,2.36,13342.34,613.45,6967.91,7.21,5753.77,5753.77,0,0
Hartford/Springfield,Weekly,7/21/2019 0:00,Conventional ,1.57,312691.83,6376.39,246374.06,708.48,59232.9,36925.93,21994.75,312.22
Hartford/Springfield,Weekly,7/21/2019 0:00,Organic,2.39,11087.54,244.04,5088.81,0,5754.69,5754.69,0,0
Hartford/Springfield,Weekly,7/28/2019 0:00,Conventional ,1.59,306114.55,6405.52,240435.61,3137.02,56136.4,40669.5,15180.9,286
Hartford/Springfield,Weekly,7/28/2019 0:00,Organic,2.41,9765.13,208.01,5319.88,0,4237.24,4237.24,0,0
Hartford/Springfield,Weekly,8/4/2019 0:00,Conventional ,1.56,307038.77,6930.79,241009.77,5298.81,53799.4,39877.14,12740.6,1181.66
Hartford/Springfield,Weekly,8/4/2019 0:00,Organic,2.21,12793.16,185.45,5011.41,0,7596.3,7596.3,0,0
Hartford/Springfield,Weekly,8/11/2019 0:00,Conventional ,1.54,291330.71,6150.08,217758.5,7394.81,60027.32,45849.21,12639.92,1538.19
Hartford/Springfield,Weekly,8/11/2019 0:00,Organic,2.02,15868.28,234.88,5117.64,0,10515.76,10515.76,0,0
Hartford/Springfield,Weekly,9/8/2019 0:00,Conventional ,1.53,306553.09,7334.42,242327.44,9095.24,47795.99,36024.12,9105.2,2666.67
Hartford/Springfield,Weekly,9/1/2019 0:00,Conventional ,1.52,327036.84,7563.49,258645.11,12702.55,48125.69,31716.73,15732.21,676.75
Hartford/Springfield,Weekly,8/25/2019 0:00,Conventional ,1.52,297283.3,6727.32,230479.92,8791.14,51284.92,36403.58,13614.45,1266.89
Hartford/Springfield,Weekly,8/18/2019 0:00,Conventional ,1.34,351952.57,7258.02,280585.52,7051.53,57057.5,41400.2,13166.2,2491.1
Hartford/Springfield,Weekly,9/8/2019 0:00,Organic,1.91,17197.32,155.94,5016.99,1.4,12022.99,12022.99,0,0
Hartford/Springfield,Weekly,9/1/2019 0:00,Organic,1.77,20687.18,188.55,6295.89,0,14202.74,14202.74,0,0
Hartford/Springfield,Weekly,8/25/2019 0:00,Organic,1.97,15491.89,172.71,4649.2,6.99,10662.99,10636.32,26.67,0
Hartford/Springfield,Weekly,8/18/2019 0:00,Organic,2.02,14908.31,241.13,5185.62,4.17,9477.39,9477.39,0,0
Hartford/Springfield,Weekly,10/6/2019 0:00,Conventional ,1.49,284496.39,6479.71,214117.69,1251.46,62647.53,50489.06,11413.26,745.21
Hartford/Springfield,Weekly,9/29/2019 0:00,Conventional ,1.53,274932.59,8166.29,217092.6,3969.82,45703.88,36093.53,8481.81,1128.54
Hartford/Springfield,Weekly,9/22/2019 0:00,Conventional ,1.34,330420.24,7044.91,272088.7,5747.24,45539.39,36846.8,7694.68,997.91
Hartford/Springfield,Weekly,9/15/2019 0:00,Conventional ,1.49,283067.04,7137.92,223101.84,4060.37,48766.91,39835.32,8269.02,662.57
Hartford/Springfield,Weekly,10/6/2019 0:00,Organic,1.72,15825.43,232.16,3859.41,2.82,11731.04,11696.58,34.46,0
Hartford/Springfield,Weekly,9/29/2019 0:00,Organic,1.75,21191.98,197.3,5960,0,15034.68,15015.93,18.75,0
Hartford/Springfield,Weekly,9/22/2019 0:00,Organic,1.91,14163.33,168.77,4397.37,0,9597.19,9578.42,18.77,0
Hartford/Springfield,Weekly,9/15/2019 0:00,Organic,1.87,17856.31,231.68,7235.95,4.2,10384.48,10384.48,0,0
Hartford/Springfield,Weekly,11/3/2019 0:00,Conventional ,1.38,298039.74,5252.12,192875.14,457.67,99454.81,84059.33,14925.3,470.18
Hartford/Springfield,Weekly,10/27/2019 0:00,Conventional ,1.29,358667.47,6085.62,268662.63,774.81,83144.41,72526.93,10415.99,201.49
Hartford/Springfield,Weekly,10/20/2019 0:00,Conventional ,1.41,291249.91,5205.76,198696.48,450.86,86896.81,70496.5,15989.56,410.75
Hartford/Springfield,Weekly,10/13/2019 0:00,Conventional ,1.36,354887.2,6353.33,291841.52,626.94,56065.41,42668.07,12993.59,403.75
Hartford/Springfield,Weekly,11/3/2019 0:00,Organic,1.78,12520.81,237.99,5517.09,11.31,6754.42,6741.86,12.56,0
Hartford/Springfield,Weekly,10/27/2019 0:00,Organic,1.95,9509.59,126.21,3815.24,0,5568.14,5530.46,37.68,0
Hartford/Springfield,Weekly,10/20/2019 0:00,Organic,1.89,10709.22,126.01,4387.65,0,6195.56,6175.28,20.28,0
Hartford/Springfield,Weekly,10/13/2019 0:00,Organic,2.03,10778.93,141.85,4260.5,2.83,6373.75,6287.27,86.48,0
Hartford/Springfield,Weekly,12/1/2019 0:00,Conventional ,1.28,295126,6690,227490,396,60550,45751,13612,1187
Hartford/Springfield,Weekly,11/24/2019 0:00,Conventional ,1.46,304365,6395,239633,494,57843,46395,10181,1267
Hartford/Springfield,Weekly,11/17/2019 0:00,Conventional ,1.42,283451,5631,212843,599,64378,49104,13703,1571
Hartford/Springfield,Weekly,11/10/2019 0:00,Conventional ,1.27,331151,6790,249586,515,74260,63167,10541,552
Hartford/Springfield,Weekly,12/1/2019 0:00,Organic,1.99,8563,216,3957,0,4390,4381,9,0
Hartford/Springfield,Weekly,11/24/2019 0:00,Organic,1.93,10461,1096,4795,0,4570,4535,36,0
Hartford/Springfield,Weekly,11/17/2019 0:00,Organic,1.62,17542,3754,9234,3,4551,4505,47,0
Hartford/Springfield,Weekly,11/10/2019 0:00,Organic,2.05,9218,229,4006,3,4980,4926,54,0
Hartford/Springfield,Weekly,12/29/2019 0:00,Conventional ,1.38,271692.95,7089.4,207632.49,467.96,56503.1,42921.55,12223.78,1357.77
Hartford/Springfield,Weekly,12/22/2019 0:00,Conventional ,1.42,279204.19,7181.2,210613.09,421.34,60988.56,45675.11,13794.56,1518.89
Hartford/Springfield,Weekly,12/15/2019 0:00,Conventional ,1.42,275572.38,6711.54,202077.19,513.05,66270.6,51105.89,13534.7,1630.01
Hartford/Springfield,Weekly,12/8/2019 0:00,Conventional ,1.34,311237.26,8264.31,238507.08,476.98,63988.89,49352.42,13476.47,1160
Hartford/Springfield,Weekly,12/29/2019 0:00,Organic,1.87,10134.72,361.37,6307.84,8.44,3457.07,3399.26,57.81,0
Hartford/Springfield,Weekly,12/22/2019 0:00,Organic,1.68,14449.03,1840.96,8820.06,0,3788.01,3444.48,343.53,0
Hartford/Springfield,Weekly,12/15/2019 0:00,Organic,2.08,7956.29,280.21,3810.12,4.19,3861.77,3816.82,44.95,0
Hartford/Springfield,Weekly,12/8/2019 0:00,Organic,2.05,8826.68,185.36,4076.82,0,4564.5,4522.7,41.8,0
Hartford/Springfield,Weekly,1/26/2020 0:00,Conventional ,1.37,348108.88,7519.14,254872.55,835.42,84881.77,58984.56,24127.21,1770
Hartford/Springfield,Weekly,1/19/2020 0:00,Conventional ,1.39,357087.88,8394.92,272171.62,1143.16,75378.18,58441.96,15052.88,1883.34
Hartford/Springfield,Weekly,1/12/2020 0:00,Conventional ,1.41,357414.94,7798.07,266175.83,634.64,82806.4,56898.48,24190.15,1717.77
Hartford/Springfield,Weekly,1/5/2020 0:00,Conventional ,1.38,395520.35,8256.41,317659.39,713.51,68891.04,48984.24,18413.47,1493.33
Hartford/Springfield,Weekly,1/26/2020 0:00,Organic,2.06,12936.58,581.36,5950.85,0,6404.37,6277.5,126.87,0
Hartford/Springfield,Weekly,1/19/2020 0:00,Organic,1.82,16669.09,1848.86,9995.81,0,4824.42,4522.13,302.29,0
Hartford/Springfield,Weekly,1/12/2020 0:00,Organic,2.04,12158.92,623.19,6726.4,0,4809.33,4725.83,83.5,0
Hartford/Springfield,Weekly,1/5/2020 0:00,Organic,2,12614.08,588.78,7150.78,8.46,4866.06,4808.11,57.95,0
Houston,Weekly,1/7/2019 0:00,Conventional,0.62,1862343.88,900434.41,172976.36,2245.67,786687.44,612662.75,174018.02,6.67
Houston,Weekly,1/7/2019 0:00,Organic,1.61,25574.66,5231.01,66.02,0,20277.63,19807.63,470,0
Houston,Weekly,1/13/2019 0:00,Conventional,0.73,1706041.83,722612.53,260999.23,2677.18,719752.89,256121.77,463590.01,41.11
Houston,Weekly,1/13/2019 0:00,Organic,1.31,38827.51,5346.41,18.27,0,33462.83,33262.83,200,0
Houston,Weekly,1/20/2019 0:00,Conventional,0.74,1629647.93,691568.41,236935.04,2336.18,698808.3,313817.79,384964.96,25.55
Houston,Weekly,1/20/2019 0:00,Organic,1.59,27241.51,5790.34,53.97,0,21397.2,21253.87,143.33,0
Houston,Weekly,1/27/2019 0:00,Conventional,0.7,1658453.29,813615.2,203428.09,2714.02,638695.98,374212.32,264473.66,10
Houston,Weekly,1/27/2019 0:00,Organic,1.57,25852.09,4873.98,59.46,0,20918.65,20775.32,143.33,0
Houston,Weekly,2/3/2019 0:00,Conventional,0.65,2151848.41,566444.72,499761.46,2297.98,1083344.25,534210.29,549130.63,3.33
Houston,Weekly,2/3/2019 0:00,Organic,1.48,20971.9,4363.69,94.11,0,16514.1,16394.1,120,0
Houston,Weekly,2/10/2019 0:00,Conventional,0.65,1728818.1,670005.23,248632.42,4442.52,805737.93,343155.9,462527.59,54.44
Houston,Weekly,2/10/2019 0:00,Organic,1.43,30570.77,7175,185.43,0,23210.34,23087.01,123.33,0
Houston,Weekly,2/17/2019 0:00,Conventional,0.7,1576959.14,653607.69,180730.38,143532.93,599088.14,210196.29,388854.7,37.15
Houston,Weekly,2/17/2019 0:00,Organic,1.54,34362.14,6074.33,89.69,0,28198.12,28044.79,153.33,0
Houston,Weekly,2/24/2019 0:00,Conventional,0.66,1534690.19,663743.89,118529.34,80777.34,671639.62,252039.51,419579,21.11
Houston,Weekly,2/24/2019 0:00,Organic,1.41,41098.65,5460.39,43.77,0,35594.49,35430.8,163.69,0
Houston,Weekly,3/3/2019 0:00,Conventional,0.72,1302553.46,673166.51,129855.19,35782.06,463749.7,284385.45,179323.14,41.11
Houston,Weekly,3/3/2019 0:00,Organic,1.12,70859.94,6337.16,120.43,0,64402.35,64198.38,203.97,0
Houston,Weekly,3/10/2019 0:00,Conventional,0.56,1989401.21,724214.79,183832.72,43711.42,1037642.28,224096.87,813517.63,27.78
Houston,Weekly,3/10/2019 0:00,Organic,1.44,34470.95,5041.2,94.05,0,29335.7,29185.7,150,0
Houston,Weekly,3/17/2019 0:00,Conventional,0.54,1855990.58,825651.16,120400.11,23967.11,885972.2,289731.16,596232.15,8.89
Houston,Weekly,3/17/2019 0:00,Organic,1.55,30652.46,5365.56,96.22,0,25190.68,25084.01,106.67,0
Houston,Weekly,3/24/2019 0:00,Conventional,0.69,1641355.83,652678.1,104665.8,85164.12,798847.81,349816.65,449016.71,14.45
Houston,Weekly,3/24/2019 0:00,Organic,1.46,30765.19,8081.59,113.79,0,22569.81,22489.81,80,0
Houston,Weekly,3/31/2019 0:00,Conventional ,0.7,1726708.04,640177.99,120039.11,153027.99,813462.95,206270.32,607175.97,16.66
Houston,Weekly,3/31/2019 0:00,Organic,1.24,29271.27,8274.28,122.71,0,20874.28,20810.95,63.33,0
Houston,Weekly,4/7/2019 0:00,Conventional ,0.74,1607610.59,537574.46,173586.03,115879.3,780570.8,245586.05,530457.58,4527.17
Houston,Weekly,4/7/2019 0:00,Organic,1.3,33407.62,10249.57,55.03,0,23103.02,23033.02,70,0
Houston,Weekly,4/14/2019 0:00,Conventional ,0.84,1586415.28,544725.14,124147.51,190284.16,727258.47,170792.82,487143.37,69322.28
Houston,Weekly,4/14/2019 0:00,Organic,1.22,35716.23,14198.8,125.27,0,21392.16,21285.49,106.67,0
Houston,Weekly,4/21/2019 0:00,Conventional ,0.92,1531738.3,544948.15,112838.84,142813.13,731138.18,173252.08,545022.01,12864.09
Houston,Weekly,4/21/2019 0:00,Organic,1.43,33894.04,10390.7,103.25,0,23400.09,23246.76,153.33,0
Houston,Weekly,4/28/2019 0:00,Conventional ,1.03,1195255.7,540502.92,109256.88,44362.78,501133.12,134479.7,366356.22,297.2
Houston,Weekly,4/28/2019 0:00,Organic,1.58,34221.96,7883.23,101.08,0,26237.65,26016.33,221.32,0
Houston,Weekly,5/5/2019 0:00,Conventional ,0.84,1751093.83,663667.69,290539.44,11329.29,785557.41,207353.85,576992.01,1211.55
Houston,Weekly,5/5/2019 0:00,Organic,1.41,31907.78,7086.89,92.35,0,24728.54,22421.87,2306.67,0
Houston,Weekly,5/12/2019 0:00,Conventional ,0.83,1690183.92,645852.47,242546.74,6274.45,795510.26,196358.99,599106.39,44.88
Houston,Weekly,5/12/2019 0:00,Organic,1.4,34366.97,5845.47,96.66,0,28424.84,27958.17,466.67,0
Houston,Weekly,5/19/2019 0:00,Conventional ,0.94,1230769.83,548966.33,140126.64,4354.39,537322.47,205227.05,332069,26.42
